KIDSDRIV,AGE,HOMEKIDS,YOJ,TIF,CLM_FREQ,MVR_PTS,CAR_AGE,Income_converted,HOME_VAL_converted,BLUEBOOK_converted,LE_PARENT1,LE_MSTATUS,LE_EDUCATION,LE_CAR_USE,LE_CAR_TYPE,LE_REVOKED
0,29.0,0,12.0,7,3,4,8.0,58319.0,198219.0,7330.0,0,0,3,1,2,0
0,54.0,1,12.0,6,0,0,1.0,32690.0,0.0,21930.0,1,1,0,1,5,0
1,37.0,2,0.0,1,0,0,12.0,0.0,96897.0,1500.0,0,0,1,1,3,0
0,49.0,0,12.0,10,0,0,8.0,16156.0,65017.0,19410.0,0,0,4,1,0,0
0,55.0,0,10.0,4,1,2,12.0,7231.0,82289.0,2220.0,0,0,2,1,5,1
0,44.0,0,12.0,14,2,0,9.0,84015.0,0.0,12230.0,0,1,4,1,0,0
0,58.0,0,12.0,4,1,0,14.0,115067.0,326329.0,18810.0,0,0,3,1,5,0
0,46.0,0,5.0,6,1,5,14.0,75983.0,252802.0,17510.0,0,0,2,0,4,1
0,51.0,0,7.0,10,0,0,1.0,63265.0,0.0,17890.0,0,1,4,1,0,0
0,44.0,0,12.0,4,1,3,8.0,126608.0,354910.0,16610.0,0,0,4,0,5,0
0,50.0,0,12.0,10,0,0,13.0,46045.0,191891.0,11100.0,0,0,1,0,2,0
0,49.0,0,9.0,4,0,0,14.0,49610.0,221470.0,13940.0,0,0,1,1,5,0
0,40.0,1,16.0,13,3,6,11.0,66987.0,236897.0,12200.0,0,0,1,1,3,0
0,43.0,0,10.0,1,0,0,23.0,134469.0,0.0,30250.0,0,1,3,1,0,0
0,59.0,0,14.0,6,0,0,4.0,107938.0,298176.0,18550.0,0,0,1,1,5,0
0,50.0,0,11.0,7,0,1,1.0,38998.0,175757.0,21460.0,0,0,4,0,0,0
0,37.0,0,7.0,4,3,2,7.0,61790.0,0.0,13700.0,0,1,4,0,0,1
0,46.0,0,13.0,10,0,1,1.0,36607.0,206422.0,17540.0,0,0,4,0,4,0
0,43.0,0,12.0,6,0,5,13.0,137117.0,313152.0,24090.0,0,0,2,0,1,0
0,53.0,0,13.0,16,1,1,15.0,36755.0,0.0,10480.0,0,1,2,1,5,0
0,59.0,0,12.0,9,0,2,9.0,74419.0,263080.0,7400.0,0,1,2,0,2,0
0,48.0,0,14.0,1,0,0,1.0,43996.0,210809.0,29980.0,0,0,0,0,1,0
0,37.0,0,11.0,4,0,0,8.0,47554.0,150128.0,18230.0,0,1,4,1,5,0
0,45.0,2,8.0,9,0,1,1.0,102658.0,315103.0,16270.0,0,0,1,0,5,0
0,41.0,0,9.0,7,3,0,15.0,173557.0,450715.0,22960.0,0,1,2,0,1,0
0,42.0,0,9.0,11,0,1,8.0,54178.0,176935.0,5700.0,0,1,4,0,5,0
0,45.0,0,9.0,7,0,0,19.0,109237.0,0.0,26900.0,0,1,2,1,5,0
0,37.0,2,9.0,1,0,4,5.0,591.0,0.0,11370.0,0,0,0,1,3,0
0,34.0,1,10.0,6,0,0,15.0,71328.0,203768.0,21320.0,1,1,1,1,0,0
0,47.0,0,11.0,11,1,4,17.0,125125.0,335460.0,29620.0,0,0,3,0,2,0
0,42.0,3,9.0,4,0,1,1.0,43834.0,153656.0,33280.0,1,1,4,0,5,0
0,49.0,0,11.0,1,0,0,11.0,20116.0,145781.0,20900.0,0,1,2,1,3,0
0,59.0,0,11.0,4,0,1,10.0,40219.0,226113.0,13820.0,0,0,1,1,5,0
0,49.0,0,9.0,11,2,0,15.0,117252.0,0.0,18130.0,0,1,2,1,4,0
0,42.0,2,13.0,10,0,1,1.0,31988.0,0.0,1500.0,1,1,4,1,5,1
1,62.0,3,16.0,1,3,0,14.0,43410.0,186429.0,15400.0,0,0,1,0,0,0
0,36.0,0,10.0,6,0,1,16.0,166406.0,410930.0,25020.0,0,1,2,0,2,0
0,54.0,0,7.0,4,0,0,1.0,48697.0,219687.0,6900.0,0,1,1,1,0,0
1,41.0,2,12.0,10,0,0,10.0,10359.0,75321.0,16570.0,0,0,1,1,5,0
0,56.0,0,13.0,1,0,0,1.0,105111.0,324250.0,33150.0,0,0,1,1,0,0
1,42.0,1,13.0,6,1,2,9.0,49120.0,197752.0,5700.0,1,1,1,1,5,0
0,47.0,0,13.0,10,0,0,1.0,63367.0,182321.0,14460.0,0,0,4,1,0,0
0,56.0,0,15.0,4,0,0,18.0,93072.0,274616.0,10810.0,0,1,3,0,2,0
0,50.0,0,11.0,11,0,0,16.0,168176.0,406315.0,23320.0,0,0,3,0,1,0
0,42.0,1,14.0,1,0,2,1.0,151927.0,388141.0,30000.0,0,0,3,1,3,0
0,48.0,0,11.0,1,0,3,11.0,67275.0,0.0,13030.0,0,1,1,0,0,0
0,54.0,0,12.0,1,2,0,15.0,40818.0,0.0,10980.0,0,1,2,1,5,0
0,43.0,0,5.0,3,1,0,1.0,263.0,0.0,16170.0,0,1,4,1,0,0
2,62.0,3,17.0,6,3,0,13.0,148705.0,385125.0,26720.0,0,0,2,1,5,0
0,43.0,3,14.0,12,2,5,1.0,48184.0,209188.0,14530.0,0,0,4,0,3,0
0,47.0,0,12.0,6,0,1,9.0,139885.0,0.0,21890.0,0,1,3,0,4,0
0,33.0,0,11.0,3,0,0,13.0,91549.0,269268.0,13950.0,0,0,2,1,0,0
0,52.0,0,9.0,6,0,0,12.0,46188.0,163879.0,18910.0,0,1,2,1,0,0
0,53.0,0,0.0,13,0,0,1.0,0.0,0.0,8640.0,0,1,4,0,2,1
0,23.0,2,9.0,7,0,1,9.0,68687.0,0.0,17670.0,1,1,1,1,0,0
0,45.0,0,10.0,10,1,0,1.0,61853.0,220043.0,17180.0,0,1,4,1,4,0
0,48.0,0,10.0,13,0,0,1.0,49602.0,196320.0,17030.0,0,0,4,0,4,0
0,44.0,0,9.0,7,2,3,7.0,17049.0,0.0,29160.0,0,0,4,1,0,0
0,50.0,0,0.0,1,0,1,8.0,0.0,117445.0,1500.0,0,0,1,1,3,0
0,39.0,3,14.0,3,0,1,1.0,51524.0,0.0,20840.0,1,1,0,1,5,0
2,46.0,0,10.0,4,0,0,7.0,42644.0,158938.0,28470.0,0,1,4,0,2,0
0,53.0,0,11.0,6,0,4,16.0,114179.0,310405.0,23080.0,0,0,2,1,0,0
0,44.0,0,12.0,1,0,0,1.0,55241.0,205177.0,14200.0,0,1,4,0,0,0
0,33.0,3,9.0,1,1,0,1.0,58195.0,173288.0,8090.0,0,0,4,1,3,0
0,47.0,0,12.0,4,3,5,1.0,31984.0,171859.0,9400.0,0,0,0,0,2,0
0,55.0,0,16.0,16,0,1,11.0,71012.0,0.0,18540.0,0,1,2,1,3,0
0,51.0,0,9.0,1,3,0,1.0,50166.0,187297.0,11620.0,0,1,4,0,2,1
0,50.0,0,8.0,4,0,3,1.0,167469.0,0.0,34150.0,0,1,3,1,3,0
0,49.0,0,15.0,1,0,0,7.0,26988.0,0.0,11440.0,0,1,4,0,2,0
0,44.0,0,12.0,6,1,6,1.0,5069.0,0.0,5900.0,0,1,0,1,3,0
0,46.0,0,12.0,1,0,0,7.0,103455.0,286457.0,13050.0,0,1,2,1,0,0
0,42.0,0,13.0,6,0,3,22.0,129274.0,281200.0,28930.0,0,0,3,0,1,0
0,48.0,0,13.0,1,0,0,1.0,31114.0,144375.0,7500.0,0,0,2,1,2,0
0,60.0,0,13.0,1,0,1,11.0,58463.0,253026.0,17550.0,0,0,1,1,0,0
0,52.0,0,14.0,6,0,1,1.0,25835.0,127524.0,11340.0,0,0,4,1,5,0
0,39.0,0,10.0,22,1,4,7.0,31869.0,0.0,15140.0,0,1,4,1,5,0
0,51.0,0,8.0,6,0,3,16.0,25152.0,0.0,22480.0,0,1,2,1,2,0
0,39.0,0,11.0,6,0,0,5.0,6929.0,79415.0,6090.0,0,0,0,1,5,0
0,46.0,0,8.0,1,0,2,14.0,75614.0,188804.0,16010.0,0,0,2,1,0,0
0,47.0,0,11.0,1,2,0,1.0,72156.0,272736.0,10800.0,0,0,0,0,5,0
0,56.0,0,13.0,1,0,0,1.0,63891.0,217027.0,13880.0,0,0,2,1,0,0
0,60.0,0,12.0,4,1,5,18.0,47451.0,0.0,11600.0,0,1,2,1,5,0
0,50.0,0,15.0,10,3,4,9.0,116524.0,341701.0,6500.0,0,0,1,0,2,1
0,45.0,0,9.0,7,1,2,1.0,96599.0,306391.0,22940.0,0,0,1,0,1,0
0,44.0,0,0.0,13,0,0,7.0,0.0,0.0,9770.0,0,0,4,1,5,0
0,52.0,0,12.0,9,2,2,10.0,143073.0,404124.0,22190.0,0,0,1,1,0,0
0,65.0,0,9.0,10,3,0,23.0,26123.0,0.0,10610.0,0,1,3,1,5,0
0,50.0,0,14.0,1,0,2,17.0,7751.0,140665.0,8930.0,0,0,2,1,0,0
0,30.0,0,11.0,10,1,0,7.0,89085.0,0.0,30290.0,0,1,4,1,0,1
0,42.0,0,10.0,1,3,3,9.0,47836.0,175242.0,6280.0,0,0,1,1,5,0
0,48.0,0,15.0,6,0,1,18.0,97733.0,313285.0,24600.0,0,0,2,1,0,0
1,40.0,1,7.0,1,3,3,11.0,46337.0,178708.0,13720.0,0,0,1,1,3,0
0,52.0,0,8.0,1,0,4,17.0,88560.0,244028.0,13630.0,0,0,2,1,0,0
0,55.0,0,14.0,3,4,3,9.0,174526.0,439040.0,24450.0,0,1,3,0,1,0
0,45.0,0,7.0,1,0,0,8.0,61598.0,202760.0,12130.0,0,0,4,1,5,0
0,35.0,0,10.0,3,0,0,1.0,32655.0,148303.0,8270.0,0,1,0,1,2,0
0,44.0,1,12.0,1,2,2,6.0,48088.0,131782.0,10710.0,0,0,4,0,0,0
2,44.0,2,13.0,6,0,2,9.0,142588.0,365256.0,21790.0,0,0,2,1,0,0
0,50.0,0,12.0,13,1,2,7.0,0.0,90196.0,6500.0,0,0,1,0,5,0
0,33.0,0,12.0,1,1,5,11.0,79726.0,223536.0,18960.0,0,0,2,1,0,1
1,64.0,2,15.0,4,0,2,1.0,42332.0,186390.0,5730.0,0,0,0,1,3,0
0,31.0,3,14.0,3,0,1,7.0,17839.0,96399.0,18780.0,0,0,0,0,2,0
2,40.0,2,12.0,16,0,0,1.0,28430.0,123290.0,14450.0,0,0,0,0,0,0
0,52.0,0,11.0,4,0,0,10.0,41408.0,199056.0,5640.0,0,1,1,1,5,0
0,38.0,0,9.0,11,4,1,1.0,51996.0,223035.0,11330.0,0,0,4,1,2,0
0,48.0,0,12.0,7,0,0,7.0,49711.0,0.0,11270.0,0,1,4,1,5,0
0,49.0,0,12.0,6,0,3,19.0,70688.0,0.0,12440.0,0,1,2,1,0,0
1,38.0,1,12.0,3,0,0,1.0,70111.0,197824.0,20360.0,0,0,4,0,5,0
0,49.0,0,7.0,9,0,1,7.0,40452.0,184692.0,21600.0,0,0,1,0,0,0
0,50.0,0,12.0,6,0,5,1.0,29296.0,173233.0,9430.0,0,0,0,1,5,0
0,49.0,0,9.0,4,0,0,4.0,60368.0,170643.0,6400.0,0,0,1,1,2,0
0,52.0,0,12.0,1,0,4,10.0,125625.0,313727.0,20120.0,0,0,1,1,0,0
0,44.0,1,13.0,6,0,4,1.0,35475.0,168463.0,31770.0,0,0,4,0,1,0
0,68.0,0,14.0,4,2,4,13.0,50096.0,247477.0,11040.0,0,0,2,1,3,0
0,29.0,2,15.0,3,0,0,10.0,74854.0,210374.0,11890.0,0,0,1,1,0,0
0,34.0,1,11.0,6,0,0,1.0,82251.0,215483.0,10500.0,0,0,2,1,5,1
0,38.0,0,8.0,1,2,3,17.0,83304.0,234493.0,16160.0,0,0,1,1,5,1
0,43.0,0,7.0,4,0,2,11.0,58112.0,0.0,1500.0,0,1,1,1,0,0
0,54.0,0,12.0,6,0,1,6.0,52383.0,197029.0,7730.0,0,0,1,1,2,0
0,34.0,2,11.0,10,0,1,1.0,455.0,0.0,17510.0,1,1,4,0,5,0
0,46.0,0,12.0,1,3,3,10.0,44041.0,211550.0,20340.0,0,0,4,0,4,0
0,42.0,0,12.0,4,0,0,6.0,108677.0,297884.0,8210.0,0,0,0,1,5,0
0,55.0,0,13.0,4,1,4,12.0,30799.0,0.0,25700.0,0,1,1,1,0,0
0,54.0,0,10.0,9,2,6,4.0,19920.0,173863.0,16920.0,0,0,0,1,4,1
0,46.0,0,7.0,4,0,0,12.0,79249.0,269116.0,14020.0,0,0,1,0,0,0
0,42.0,4,14.0,11,0,0,1.0,22225.0,103267.0,18780.0,1,1,0,1,5,0
0,36.0,0,9.0,6,0,0,1.0,48741.0,210875.0,13230.0,0,0,4,1,5,0
0,42.0,1,13.0,10,3,0,13.0,126762.0,0.0,18380.0,1,1,3,1,5,0
1,46.0,0,12.0,1,0,0,18.0,133300.0,379537.0,16840.0,0,0,2,1,4,0
0,56.0,0,12.0,3,0,0,1.0,97775.0,325479.0,22450.0,0,0,2,1,2,0
0,49.0,0,12.0,1,0,1,1.0,91922.0,262101.0,15590.0,0,0,1,1,0,0
0,50.0,0,13.0,6,0,1,10.0,93454.0,236061.0,24090.0,0,0,1,0,1,0
0,33.0,0,11.0,4,0,0,1.0,132410.0,339695.0,18040.0,0,0,2,1,4,1
0,52.0,0,12.0,7,0,0,10.0,47161.0,0.0,14300.0,0,1,2,1,0,0
0,39.0,2,12.0,7,0,0,1.0,59685.0,197089.0,7470.0,0,0,4,0,2,0
0,42.0,0,12.0,8,0,1,15.0,107562.0,281386.0,21600.0,0,0,1,1,5,0
1,38.0,3,11.0,1,0,0,10.0,73677.0,0.0,20610.0,1,1,1,0,0,0
0,30.0,2,12.0,10,0,3,1.0,78213.0,245925.0,17630.0,0,0,0,1,5,0
0,55.0,0,7.0,1,3,0,9.0,24785.0,160333.0,9480.0,0,0,1,1,3,0
0,50.0,0,14.0,4,4,2,1.0,49256.0,212649.0,11430.0,0,0,1,0,2,0
0,41.0,1,13.0,10,1,2,6.0,65185.0,253054.0,17220.0,0,0,0,1,0,0
1,38.0,2,15.0,1,0,1,14.0,40342.0,189439.0,8230.0,0,0,1,1,5,0
1,39.0,2,10.0,7,0,1,1.0,13317.0,100772.0,9160.0,0,0,0,1,2,0
0,46.0,0,9.0,4,2,5,16.0,74478.0,223052.0,22930.0,0,1,2,0,1,0
1,38.0,2,0.0,1,0,0,7.0,0.0,0.0,10560.0,0,0,4,0,5,0
0,39.0,3,11.0,1,0,0,12.0,49423.0,0.0,10340.0,1,1,4,1,0,0
0,45.0,0,13.0,4,0,1,14.0,79720.0,270342.0,20280.0,0,0,2,1,4,0
0,34.0,2,9.0,1,1,6,1.0,105953.0,0.0,31310.0,1,1,1,1,2,0
0,42.0,0,4.0,6,0,0,16.0,17574.0,83322.0,5700.0,0,0,2,1,2,0
1,44.0,2,11.0,4,0,0,8.0,88492.0,0.0,14750.0,1,1,1,1,0,1
0,32.0,2,13.0,3,2,5,7.0,14744.0,0.0,14930.0,0,0,1,1,5,0
0,53.0,0,16.0,4,0,2,9.0,20618.0,0.0,8860.0,0,0,1,0,2,0
0,48.0,0,12.0,10,0,0,11.0,64916.0,282967.0,12790.0,0,0,1,0,0,0
0,50.0,0,5.0,1,0,1,1.0,45070.0,171265.0,22240.0,0,0,0,1,2,0
0,47.0,0,12.0,1,3,0,9.0,109013.0,0.0,17100.0,0,1,1,0,5,0
0,58.0,0,12.0,6,0,0,13.0,95447.0,344763.0,12460.0,0,1,1,1,0,0
0,44.0,0,9.0,7,0,0,9.0,70914.0,0.0,5900.0,0,1,1,0,5,0
0,31.0,3,0.0,3,0,0,1.0,0.0,0.0,14140.0,1,1,1,1,5,0
0,40.0,0,7.0,6,1,3,1.0,38589.0,130713.0,30570.0,0,1,4,0,1,0
0,52.0,0,10.0,6,0,0,18.0,104067.0,319855.0,35760.0,0,0,3,1,5,0
0,34.0,4,14.0,1,2,1,8.0,25535.0,99326.0,18270.0,0,0,0,1,5,0
1,41.0,2,15.0,1,0,1,1.0,30984.0,121365.0,9980.0,0,0,4,1,3,0
0,36.0,1,10.0,1,3,6,12.0,89509.0,265394.0,30180.0,0,0,1,1,0,0
0,54.0,0,13.0,1,0,0,13.0,77864.0,299542.0,26930.0,0,0,1,0,0,0
0,39.0,3,16.0,1,0,0,8.0,42535.0,189139.0,13350.0,0,0,4,1,0,0
0,43.0,0,8.0,10,0,0,1.0,67109.0,219801.0,8530.0,0,0,4,0,5,0
1,43.0,2,13.0,14,0,0,1.0,35193.0,172258.0,12820.0,0,0,4,0,5,0
0,64.0,0,10.0,7,0,0,1.0,15878.0,130367.0,16180.0,0,0,0,1,3,0
0,51.0,0,13.0,17,0,2,1.0,27450.0,115618.0,10030.0,0,0,4,0,2,0
0,38.0,0,0.0,10,0,0,9.0,0.0,0.0,17680.0,0,0,0,1,0,0
0,32.0,3,16.0,1,0,2,10.0,53770.0,183951.0,12900.0,0,0,1,1,0,0
0,48.0,0,7.0,4,0,1,9.0,55962.0,0.0,6400.0,0,1,1,1,2,0
0,55.0,0,15.0,6,2,4,1.0,86516.0,311279.0,17070.0,0,0,1,1,4,0
0,62.0,0,14.0,3,0,1,17.0,74430.0,266176.0,19690.0,0,0,2,0,2,0
0,54.0,0,15.0,6,0,0,15.0,88233.0,260694.0,20610.0,0,0,2,1,4,1
0,47.0,0,9.0,1,0,1,14.0,40764.0,158061.0,11400.0,0,0,3,1,3,0
0,44.0,2,15.0,10,0,0,1.0,139330.0,316900.0,22050.0,1,1,4,0,3,0
0,39.0,0,11.0,1,0,1,9.0,90635.0,251424.0,5400.0,0,0,1,0,0,0
0,39.0,2,12.0,7,0,0,1.0,24790.0,0.0,8310.0,1,1,4,1,5,0
0,43.0,0,10.0,6,2,4,4.0,72894.0,0.0,13090.0,0,1,0,1,0,0
0,19.0,2,0.0,5,2,1,1.0,0.0,106041.0,9100.0,0,0,0,1,5,0
0,29.0,3,16.0,1,0,1,6.0,65242.0,216583.0,1500.0,0,0,1,1,3,1
0,42.0,0,12.0,1,1,4,11.0,92395.0,277497.0,10470.0,0,0,1,0,2,1
0,42.0,3,11.0,1,0,0,13.0,74355.0,260195.0,30110.0,0,0,1,0,2,0
0,51.0,0,10.0,1,0,0,14.0,45086.0,201195.0,11110.0,0,0,1,1,2,0
0,38.0,4,15.0,4,0,0,8.0,5225.0,0.0,5300.0,1,1,4,0,3,0
0,34.0,3,16.0,1,0,0,11.0,118064.0,330500.0,13310.0,0,0,1,0,0,0
0,44.0,1,13.0,3,0,0,5.0,99555.0,290524.0,26420.0,0,0,1,1,3,1
0,40.0,0,11.0,1,3,1,6.0,60157.0,216690.0,15600.0,0,1,4,1,0,1
0,47.0,0,9.0,6,0,2,8.0,18896.0,106991.0,12040.0,0,1,1,0,0,0
0,32.0,1,11.0,1,0,0,14.0,143195.0,346009.0,23860.0,0,0,3,0,1,0
0,39.0,2,8.0,3,1,2,11.0,71950.0,228455.0,3070.0,0,0,4,0,5,0
0,41.0,0,13.0,4,0,0,17.0,125603.0,280181.0,18160.0,0,0,2,1,5,0
0,41.0,0,11.0,1,2,7,18.0,84766.0,272923.0,30840.0,0,0,2,0,1,0
0,37.0,0,12.0,1,0,1,1.0,14349.0,104061.0,5200.0,0,0,0,0,2,1
0,36.0,1,12.0,6,0,3,16.0,98573.0,289177.0,14960.0,0,0,2,1,0,0
0,43.0,2,13.0,10,0,0,10.0,27684.0,121310.0,13250.0,0,0,2,1,0,0
0,42.0,2,13.0,17,1,5,9.0,7313.0,94969.0,14300.0,0,0,1,1,5,0
0,29.0,2,12.0,3,1,7,1.0,34600.0,113013.0,7860.0,0,0,4,1,2,0
0,35.0,4,14.0,1,0,1,4.0,22533.0,111447.0,13490.0,1,1,0,1,5,0
0,50.0,0,0.0,7,3,0,1.0,0.0,88189.0,8370.0,0,0,1,1,3,0
0,50.0,0,15.0,1,0,0,1.0,51006.0,182512.0,11600.0,0,1,4,0,0,0
1,42.0,4,15.0,11,0,0,1.0,9950.0,0.0,6690.0,0,0,4,1,5,1
1,36.0,4,0.0,4,0,0,1.0,0.0,84199.0,5480.0,1,1,4,1,3,0
0,36.0,2,0.0,5,0,3,1.0,0.0,0.0,9880.0,0,0,0,1,5,0
0,54.0,0,16.0,10,0,5,12.0,49268.0,209157.0,20570.0,0,0,2,1,0,0
0,53.0,0,14.0,6,0,2,1.0,18.0,104869.0,17300.0,0,0,4,1,0,0
0,48.0,0,11.0,4,0,0,14.0,110915.0,350621.0,21290.0,0,0,2,1,0,0
1,42.0,2,12.0,4,0,2,16.0,35101.0,150376.0,9210.0,0,0,1,1,5,0
0,47.0,0,4.0,13,0,1,7.0,12765.0,0.0,28640.0,0,1,0,1,2,0
0,56.0,0,13.0,1,0,0,14.0,125795.0,0.0,7100.0,0,1,2,1,0,0
0,42.0,1,7.0,6,5,0,8.0,75626.0,246952.0,13260.0,1,1,1,1,0,0
0,47.0,0,14.0,1,0,2,16.0,2825.0,91520.0,6500.0,0,0,1,1,5,0
3,40.0,3,12.0,6,3,2,1.0,109956.0,0.0,19330.0,1,1,0,1,0,0
0,38.0,1,10.0,5,1,2,6.0,62361.0,185738.0,11540.0,0,0,1,1,5,0
0,45.0,0,12.0,9,0,3,7.0,0.0,106180.0,6000.0,0,0,4,1,3,0
0,47.0,0,13.0,6,0,0,14.0,153802.0,405257.0,21580.0,0,0,2,1,4,0
0,47.0,0,11.0,7,0,0,14.0,18549.0,116136.0,12800.0,0,0,2,1,0,0
0,52.0,0,6.0,1,0,2,14.0,86498.0,287091.0,17360.0,0,0,1,0,2,0
0,40.0,2,12.0,1,0,0,1.0,19984.0,129313.0,5500.0,0,0,0,1,0,0
0,51.0,0,11.0,1,3,1,12.0,93785.0,287311.0,6600.0,0,0,2,1,5,0
0,32.0,0,9.0,10,2,0,13.0,53194.0,0.0,19660.0,0,1,2,1,5,0
0,32.0,3,17.0,17,0,0,8.0,27585.0,79871.0,16700.0,0,0,4,1,5,0
0,47.0,0,14.0,1,1,5,1.0,62048.0,0.0,12400.0,0,1,0,1,0,0
0,33.0,3,15.0,12,2,1,6.0,79118.0,228495.0,4800.0,0,0,4,0,2,1
0,44.0,2,13.0,6,0,0,1.0,82586.0,277844.0,15440.0,1,1,4,0,0,0
0,43.0,3,15.0,4,0,0,1.0,14815.0,118795.0,5800.0,0,0,4,1,5,0
0,50.0,0,13.0,1,0,1,15.0,15545.0,139781.0,17060.0,0,0,3,0,4,0
0,56.0,0,11.0,3,3,0,17.0,64124.0,210353.0,22950.0,0,0,2,0,1,0
0,55.0,0,16.0,10,3,2,7.0,64603.0,217162.0,13460.0,0,0,4,1,5,0
0,41.0,0,0.0,9,0,2,1.0,0.0,0.0,3550.0,0,0,0,1,5,0
0,46.0,0,14.0,6,0,0,1.0,50206.0,176373.0,25400.0,0,0,4,0,0,0
0,51.0,0,13.0,4,0,3,13.0,54197.0,222759.0,11720.0,0,0,1,1,2,1
0,42.0,0,11.0,6,0,0,1.0,59142.0,180336.0,12900.0,0,0,2,1,0,0
1,57.0,3,15.0,8,0,1,12.0,94890.0,267064.0,18170.0,0,0,1,1,5,0
1,43.0,2,16.0,1,0,1,1.0,45348.0,198638.0,10330.0,0,0,4,1,3,0
0,42.0,2,14.0,6,3,4,1.0,41193.0,161249.0,14390.0,0,0,4,1,3,0
0,51.0,0,8.0,6,0,1,15.0,102244.0,307424.0,24180.0,0,0,2,0,1,0
0,45.0,0,10.0,4,1,4,24.0,117309.0,0.0,17730.0,0,1,2,1,4,0
0,48.0,0,10.0,6,0,2,1.0,19718.0,126038.0,15550.0,0,0,0,1,0,0
0,40.0,0,8.0,10,2,3,1.0,55258.0,182917.0,13860.0,0,1,4,0,0,0
0,33.0,2,10.0,1,2,4,9.0,59473.0,203200.0,10750.0,0,0,4,1,5,0
0,49.0,0,13.0,4,1,2,5.0,116497.0,283565.0,28870.0,0,0,1,0,1,1
0,43.0,0,7.0,4,0,0,10.0,50491.0,240774.0,16500.0,0,0,2,0,4,0
0,43.0,2,16.0,10,0,1,5.0,32546.0,200891.0,5800.0,0,0,0,1,0,0
0,52.0,0,12.0,19,0,0,12.0,99034.0,0.0,26660.0,0,1,2,1,0,0
0,51.0,0,0.0,1,1,2,1.0,0.0,56589.0,19640.0,0,0,4,0,2,0
0,33.0,2,15.0,1,0,1,10.0,92052.0,295952.0,4800.0,0,0,1,1,0,0
0,40.0,0,10.0,6,0,1,1.0,133623.0,328267.0,16030.0,0,0,3,1,0,0
0,56.0,0,14.0,1,0,0,9.0,13692.0,134847.0,35620.0,0,0,4,1,5,0
0,40.0,0,9.0,6,3,2,12.0,59645.0,200891.0,20410.0,0,1,1,1,0,0
0,30.0,4,0.0,10,0,0,1.0,0.0,62607.0,15210.0,0,0,4,1,0,0
1,38.0,1,9.0,6,4,0,1.0,100796.0,0.0,16860.0,1,1,1,1,0,0
1,45.0,3,15.0,10,0,1,8.0,20765.0,0.0,15250.0,0,0,0,1,5,0
0,30.0,1,12.0,1,1,0,24.0,55307.0,174352.0,12360.0,0,0,2,1,0,0
0,52.0,0,13.0,7,1,5,1.0,16005.0,52557.0,11570.0,0,0,0,1,2,0
0,60.0,0,12.0,13,2,5,1.0,19796.0,153061.0,21560.0,0,1,1,1,2,0
0,28.0,1,9.0,1,1,3,1.0,20852.0,123109.0,20960.0,0,0,4,1,0,1
0,33.0,0,12.0,6,0,0,5.0,22962.0,0.0,25380.0,0,1,4,0,1,0
1,45.0,1,14.0,1,0,0,1.0,1956.0,0.0,8350.0,1,1,0,1,5,0
2,41.0,2,12.0,1,1,3,7.0,64957.0,209019.0,15000.0,0,0,2,1,0,0
2,41.0,3,0.0,1,0,0,1.0,0.0,56089.0,16840.0,0,0,4,1,5,0
0,33.0,3,13.0,11,0,0,9.0,163436.0,393600.0,21140.0,0,0,1,1,5,0
0,47.0,0,6.0,8,1,4,11.0,101231.0,0.0,16320.0,0,1,3,1,5,0
0,43.0,0,11.0,10,0,0,20.0,94758.0,236020.0,15280.0,0,1,2,1,0,0
0,51.0,0,12.0,4,0,3,14.0,54139.0,197100.0,12010.0,0,0,1,1,0,0
0,53.0,0,10.0,1,0,0,11.0,121708.0,356812.0,19480.0,0,1,3,1,4,0
2,36.0,3,13.0,1,0,0,6.0,8615.0,72501.0,20150.0,0,0,4,1,0,0
0,50.0,0,8.0,6,3,0,1.0,91494.0,282486.0,24790.0,0,0,2,1,5,0
0,55.0,0,12.0,1,0,2,7.0,130162.0,356853.0,29990.0,0,1,1,0,1,0
0,50.0,0,12.0,7,1,7,14.0,108290.0,0.0,6500.0,0,1,2,1,5,0
0,48.0,0,11.0,6,2,5,7.0,57601.0,187285.0,15790.0,0,0,4,0,0,1
0,46.0,0,11.0,9,0,1,8.0,47520.0,205201.0,22000.0,0,0,4,0,3,0
0,47.0,0,12.0,18,0,0,7.0,59164.0,0.0,6200.0,0,1,3,0,2,0
0,46.0,0,8.0,4,0,0,16.0,73872.0,245878.0,20240.0,0,0,2,1,3,0
0,43.0,0,10.0,3,0,1,13.0,125575.0,308112.0,17430.0,0,0,1,1,0,0
0,49.0,0,10.0,7,0,1,9.0,69515.0,238630.0,17520.0,0,1,2,1,4,0
2,45.0,3,14.0,12,1,7,12.0,36912.0,0.0,6550.0,1,1,1,1,5,0
0,39.0,2,13.0,6,0,0,5.0,17015.0,113792.0,11330.0,0,0,0,0,2,0
0,43.0,0,12.0,15,0,5,1.0,115221.0,308209.0,5800.0,0,0,2,1,3,0
0,57.0,0,12.0,6,0,2,14.0,55119.0,232678.0,12710.0,0,0,2,1,0,0
0,39.0,1,9.0,1,2,4,13.0,69516.0,208435.0,11470.0,0,0,1,1,5,0
0,32.0,3,0.0,4,0,0,1.0,0.0,107325.0,10350.0,0,0,4,1,5,0
2,40.0,3,11.0,4,0,3,14.0,52068.0,220790.0,8770.0,0,0,1,1,5,0
